Date,Description,Credit,Debit,Balance,Amount
7/01/2021,MCDONALDS MURRUMBA DO - Visa Purchase - Receipt 148680In MURRUMBA DOW Date 04 Jan 2021 Card 462263xxxxxx7746,,-8.1,3826.98,8.1
7/01/2021,ANUPSPORTSS - Visa Purchase - Receipt 148679In 0435637487 Date 05 Jan 2021 Card 462263xxxxxx7746,,-21.55,3835.08,21.55
7/01/2021,Telstra Direct Debit - Visa Purchase - Receipt 148678In AUSTRALIA Date 05 Jan 2021 Card 462263xxxxxx7746,,-111.62,3856.63,111.62
7/01/2021,AGL SALES PTY LTD - Visa Purchase - Receipt 148677In SYDNEY Date 05 Jan 2021 Card 462263xxxxxx7746,,-304.59,3968.25,304.59
6/01/2021,RADHE SPICE PTY LTD    NO RTH LAKES  Q - EFTPOS Purchase - Receipt 35495Date 06 Jan 2021 Time 4:16PM Card 462263xxxxxx7746,,-13.48,4272.84,13.48
6/01/2021,COLES 4561 - Visa Purchase - Receipt 165593In MURRUMBA DWN Date 05 Jan 2021 Card 462263xxxxxx7746,,-11.07,4286.32,11.07
6/01/2021,GOURMET MEATS - Visa Purchase - Receipt 165592In MURRUMBA DOW Date 05 Jan 2021 Card 462263xxxxxx7746,,-37.05,4297.39,37.05
6/01/2021,KALLANGUR GROCERS - Visa Purchase - Receipt 165591In KALLANGUR Date 04 Jan 2021 Card 462263xxxxxx7746,,-7.9,4334.44,7.9
6/01/2021,BIG W 0246 - Visa Purchase - Receipt 165590In NORTHLAKES Date 04 Jan 2021 Card 462263xxxxxx7746,,-19,4342.34,19
5/01/2021,International Transaction Fee - Receipt 117551,,-0.36,3410.98,0.36
5/01/2021,ADOBE PHOTOGPHY PLAN - Visa Purchase - Receipt 117551Foreign Currency Amount:  0In ADOBE.LY/ENA Date 03 Jan 2021 Card 462263xxxxxx7746,,-14.29,3411.34,14.29
5/01/2021,GRIFFIN C D PHARMACY - Visa Purchase - Receipt 117550In GRIFFIN Date 04 Jan 2021 Card 462263xxxxxx7746,,-39.94,3425.63,39.94
5/01/2021,CHEMIST WAREHOUSE - Visa Purchase - Receipt 117549In LAWNTON Date 02 Jan 2021 Card 462263xxxxxx7746,,-43.96,3465.57,43.96
5/01/2021,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 117548In BELLA VISTA Date 02 Jan 2021 Card 462263xxxxxx7746,,-49.39,3509.53,49.39
5/01/2021,PAYPAL *NATALIE69 EBAY - Visa Purchase - Receipt 117547In 4029357733 Date 03 Jan 2021 Card 462263xxxxxx7746,,-48,3558.92,48
5/01/2021,ALDI STORES - KALLANGU - Visa Purchase - Receipt 117546In KALLANGUR Date 02 Jan 2021 Card 462263xxxxxx7746,,-28.08,3606.92,28.08
5/01/2021,BUNNINGS 577000 - Visa Purchase - Receipt 117545In LAWNTON Date 02 Jan 2021 Card 462263xxxxxx7746,,-6.15,3635,6.15
4/01/2021,Raiz Investment - Direct Debit - Receipt 180291 ca1ce1be7ea16f08a6,,-20.13,3641.15,20.13
4/01/2021,Raiz Maint Fee - Direct Debit - Receipt 180290 210984cd994b9a6628,,-2.5,3661.28,2.5
4/01/2021,WOOLWORTHS      2508   NO RTH LAKES QL - EFTPOS Purchase - Receipt 806556Date 04 Jan 2021 Time 1:22PM Card 462263xxxxxx7746,,-31.95,3663.78,31.95
3/01/2021,Lawnton Country Marke - Visa Purchase - Receipt 120365In Lawnton Date 02 Jan 2021 Card 462263xxxxxx7746,,-20.34,3695.73,20.34
3/01/2021,PRIMEVIDEO - Visa Purchase - Receipt 120364In SYDNEY Date 01 Jan 2021 Card 462263xxxxxx7746,,-4.99,3716.07,4.99
3/01/2021,BUNNINGS 432000 - Visa Purchase - Receipt 120363In ROTHWELL Date 31 Dec 2020 Card 462263xxxxxx7746,,-34.48,3721.06,34.48
2/01/2021,COLES 4561 - Visa Purchase - Receipt 103001In MURRUMBA DWN Date 01 Jan 2021 Card 462263xxxxxx7746,,-31.47,3755.54,31.47
2/01/2021,MCDONALDS STAFFORD - Visa Purchase - Receipt 103000In STAFFORD Date 30 Dec 2020 Card 462263xxxxxx7746,,-4.95,3787.01,4.95
1/01/2021,UBER* EATS - Visa Purchase - Receipt 134911In SYDNEY Date 30 Dec 2020 Card 462263xxxxxx7495,,-44.99,3791.96,44.99
1/01/2021,UBER   *EATS - Visa Purchase - Receipt 134910In SYDNEY Date 30 Dec 2020 Card 462263xxxxxx7495,,-2.24,3836.95,2.24
1/01/2021,BUNNINGS 376000 - Visa Purchase - Receipt 134909In NORTH LAKES Date 29 Dec 2020 Card 462263xxxxxx7746,,-9.5,3839.19,9.5
31/12/2020,Goodstart Murrum - Direct Debit - Receipt 127429 A0063N3E0SLS,,-177.91,3848.69,177.91
31/12/2020,BONDS ONLINE - Visa Purchase - Receipt 158061In KEW Date 28 Dec 2020 Card 462263xxxxxx7746,,-43.11,4026.6,43.11
31/12/2020,COSTCO FUEL NORTH LAKE - Visa Purchase - Receipt 158060In NORTH LAKES Date 29 Dec 2020 Card 462263xxxxxx7746,,-57.43,4069.71,57.43
31/12/2020,WOOLWORTHS 2508 - Visa Purchase - Receipt 158059In MANGO HILL Date 29 Dec 2020 Card 462263xxxxxx7746,,-13.2,4127.14,13.2
30/12/2020,BIG W 0246 - Visa Purchase - Receipt 195516In NORTHLAKES Date 26 Dec 2020 Card 462263xxxxxx7746,,-76,4125.37,76
30/12/2020,WOOLWORTHS 2508 - Visa Purchase - Receipt 195515In MANGO HILL Date 24 Dec 2020 Card 462263xxxxxx7746,,-13,4201.37,13
29/12/2020,Raiz Investment - Direct Debit - Receipt 101437 d7ccd9d23019dc27e9,,-20.05,4214.37,20.05
29/12/2020,Internal Transfer - Internal Transfer - Receipt 592961  0806227416,,-100,4234.42,100
29/12/2020,AMZNPRIMEAU MEMBERSHIP - Visa Purchase - Receipt 163453In SYDNEY SOUTH Date 28 Dec 2020 Card 462263xxxxxx7746,,-6.99,4334.42,6.99
28/12/2020,BSKIDS - Visa Purchase - Receipt 110861In 0422556527 Date 25 Dec 2020 Card 462263xxxxxx7746,,-38.95,3059.61,38.95
26/12/2020,BIG W 0246 - Visa Purchase - Receipt 136329In NORTHLAKES Date 24 Dec 2020 Card 462263xxxxxx7746,,-24,3098.56,24
25/12/2020,Microsoft*EA Play 1 Month - Visa Purchase - Receipt 103574In msbill.info Date 24 Dec 2020 Card 462263xxxxxx7746,,-6.99,3122.56,6.99
25/12/2020,UBER   *EATS - Visa Purchase - Receipt 103573In SYDNEY Date 23 Dec 2020 Card 462263xxxxxx7495,,-1.96,3129.55,1.96
25/12/2020,LINKT BRISBANE - Visa Purchase - Receipt 103572In BRISBANE Date 23 Dec 2020 Card 462263xxxxxx7746,,-25.08,3131.51,25.08
24/12/2020,Goodstart Murrum - Direct Debit - Receipt 118863 A0062LGU0ZD5,,-237.28,3156.59,237.28
24/12/2020,UBER* EATS - Visa Purchase - Receipt 118404In SYDNEY Date 23 Dec 2020 Card 462263xxxxxx7495,,-36.34,3393.87,36.34
24/12/2020,FUELLED CAFE - Visa Purchase - Receipt 118403In SOUTH BRISBA Date 22 Dec 2020 Card 462263xxxxxx7746,,-48,3430.21,48
24/12/2020,UBER* EATS - Visa Purchase - Receipt 118402In SYDNEY Date 22 Dec 2020 Card 462263xxxxxx7495,,-32.45,3478.21,32.45
24/12/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 118401In KALLANGUR Date 21 Dec 2020 Card 462263xxxxxx7746,,-69.67,3510.66,69.67
24/12/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 118400In BELLA VISTA Date 22 Dec 2020 Card 462263xxxxxx7746,,-40.9,3580.33,40.9
24/12/2020,Audible Australia - Visa Purchase - Receipt 118399In MELBOURNE Date 22 Dec 2020 Card 462263xxxxxx7746,,-16.45,3621.23,16.45
23/12/2020,International Transaction Fee - Receipt 181197,,-2.18,3635.5,2.18
23/12/2020,"AMAZON PAY - Visa Purchase - Receipt 181197Foreign Currency Amount: INR 4,783.06In BANGALORE Date 21 Dec 2020 Card 462263xxxxxx7746",,-87.15,3637.68,87.15
23/12/2020,NETFLIX COM - Visa Purchase - Receipt 181196In MELBOURNE Date 19 Dec 2020 Card 462263xxxxxx7746,,-15.99,3724.83,15.99
22/12/2020,GOURMET MEATS - Visa Purchase - Receipt 151627In MURRUMBA DOW Date 19 Dec 2020 Card 462263xxxxxx7746,,-34.35,3740.82,34.35
22/12/2020,WU 2035487747344031 - Visa Purchase - Receipt 151626In 1800173833 Date 20 Dec 2020 Card 462263xxxxxx7746,,-1402.9,3775.17,1402.9
22/12/2020,BWS 2482 - Visa Purchase - Receipt 151625In GRIFFIN Date 19 Dec 2020 Card 462263xxxxxx7746,,-17,5178.07,17
22/12/2020,COTTON ON KIDS 4223 - Visa Purchase - Receipt 151624In MANGO HILL Date 19 Dec 2020 Card 462263xxxxxx7495,,-19.99,5195.07,19.99
22/12/2020,WOOLWORTHS 2575 - Visa Purchase - Receipt 151623In STRATHPINE Date 18 Dec 2020 Card 462263xxxxxx7746,,-37.03,5215.06,37.03
22/12/2020,BIG W 0246 - Visa Purchase - Receipt 151622In NORTHLAKES Date 19 Dec 2020 Card 462263xxxxxx7495,,-19.95,5252.09,19.95
21/12/2020,Raiz Investment - Direct Debit - Receipt 143940 d51b27d0232243efdd,,-21.97,5272.04,21.97
21/12/2020,International Transaction Fee - Receipt 125177,,-1.21,5227.8,1.21
21/12/2020,Patpat.com - Visa Purchase - Receipt 125177Foreign Currency Amount:  0In Dublin Date 19 Dec 2020 Card 462263xxxxxx7746,,-48.21,5229.01,48.21
21/12/2020,MSFT *<E0400CUZN5> - Visa Purchase - Receipt 125176In MSFT AZURE Date 19 Dec 2020 Card 462263xxxxxx7746,,-2.87,5277.22,2.87
20/12/2020,BIG W ONLINE 0800 - Visa Purchase - Receipt 178559In BELLA VISTA Date 18 Dec 2020 Card 462263xxxxxx7746,,-87.81,5280.09,87.81
20/12/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 178558In BELLA VISTA Date 18 Dec 2020 Card 462263xxxxxx7746,,-53.95,5367.9,53.95
20/12/2020,BIG W ONLINE 0800 - Visa Purchase - Receipt 178557In BELLA VISTA Date 18 Dec 2020 Card 462263xxxxxx7746,,-35.5,5421.85,35.5
19/12/2020,COLES 4561 MURRUMBA DW - EFTPOS Purchase - Receipt 400325Date 19 Dec 2020 Time 4:56PM Card 462263xxxxxx7746,,-21.63,5457.35,21.63
19/12/2020,THESMITHFAMILY.COM.AU - Visa Purchase - Receipt 134513In SYDNEY Date 17 Dec 2020 Card 462263xxxxxx7746,,-31.2,5478.98,31.2
19/12/2020,COSTCO WHOLESALE AUS - Visa Purchase - Receipt 134512In NORTH LAKES Date 17 Dec 2020 Card 462263xxxxxx7746,,-97.47,5510.18,97.47
18/12/2020,rediATM 1473 Anzac Ave Ka llangur    0 - Receipt 6689ATM owner fee of $2.50 charged by rediATM 1473 Anzac Ave Ka llangur    0Date 18 Dec 2020 Time 12:34PM Card 462263xxxxxx7746,,-62.5,5605.15,62.5
18/12/2020,HERO SUSHI NORTH LAKES - Visa Purchase - Receipt 181273In NORTH LAKES Date 17 Dec 2020 Card 462263xxxxxx7746,,-19,5667.65,19
18/12/2020,BIG W ONLINE 0800 - Visa Purchase - Receipt 181272In BELLA VISTA Date 16 Dec 2020 Card 462263xxxxxx7746,,-31.2,5686.65,31.2
17/12/2020,LEASE PAY - Direct Debit - Receipt 122124 001-1347737-001,,-761,5717.85,761
17/12/2020,Goodstart Murrum - Direct Debit - Receipt 111514 A0061QUW0YUM,,-237.23,6478.85,237.23
17/12/2020,All Direct debits - Transfer to Kiran Joy - Receipt 464911 To 032885 5310008,,-3100,6716.08,3100
17/12/2020,International Transaction Fee - Receipt 140221,,-1.59,9814.49,1.59
17/12/2020,Banggood.com - Visa Purchase - Receipt 140221Foreign Currency Amount:  0In HongKong Date 16 Dec 2020 Card 462263xxxxxx7746,,-63.63,9816.08,63.63
17/12/2020,Microsoft*Microsoft 365 P - Visa Purchase - Receipt 140220In msbill.info Date 16 Dec 2020 Card 462263xxxxxx7746,,-10,9879.71,10
17/12/2020,EBAY INTL AG - AU - Visa Purchase - Receipt 140219In 888-749-3229 Date 15 Dec 2020 Card 462263xxxxxx7746,,-48.99,9889.71,48.99
17/12/2020,JAY MEDICALS PTY LTD - Visa Purchase - Receipt 140218In GRIFFIN Date 15 Dec 2020 Card 462263xxxxxx7495,,-110,9938.7,110
17/12/2020,BRIGHT SHADOW TRADIN - Visa Purchase - Receipt 140217In GRIFFIN Date 15 Dec 2020 Card 462263xxxxxx7746,,-9,10048.7,9
17/12/2020,KMART ONLINE - Visa Purchase - Receipt 140216In 03 Date 16 Dec 2020 Card 462263xxxxxx7746,,-79,10057.7,79
16/12/2020,MURRUMBA DOWN TAVER    MU RRUMBA DOWNS - EFTPOS Purchase - Receipt 19822Date 16 Dec 2020 Time 8:36PM Card 462263xxxxxx7746,,-71,10136.7,71
16/12/2020,Internal Transfer - Internal Transfer - Receipt 532135  0806227416,,-100,10207.7,100
16/12/2020,Internal Transfer - Internal Transfer - Receipt 309772 Savings Maximiser 0046211453,,-1180,10307.7,1180
16/12/2020,Internal Transfer - Internal Transfer - Receipt 309328 Savings Maximiser 0046211237,,-690,11487.7,690
16/12/2020,Internal Transfer - Internal Transfer - Receipt 757322 Orange Everyday 0065083812,,-345,12177.7,345
16/12/2020,TRANSPORTMAINRDS - Visa Purchase - Receipt 125988In BRISBANE Date 14 Dec 2020 Card 462263xxxxxx7746,,-449.83,12522.7,449.83
16/12/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 125987In KALLANGUR Date 14 Dec 2020 Card 462263xxxxxx7746,,-25.35,12972.53,25.35
15/12/2020,Internal Transfer - Internal Transfer - Receipt 465097  0806227416,,-200,11628.63,200
15/12/2020,DISNEY PLUS - Visa Purchase - Receipt 169433In RICHMOND Date 13 Dec 2020 Card 462263xxxxxx7746,,-8.99,11828.63,8.99
15/12/2020,AIRBNB * HMEMJM3NQS - Visa Purchase - Receipt 169432In SURRY HILLS Date 13 Dec 2020 Card 462263xxxxxx7746,,-216.62,11837.62,216.62
15/12/2020,UBER   *EATS - Visa Purchase - Receipt 169431In SYDNEY Date 13 Dec 2020 Card 462263xxxxxx7495,,-22,12054.24,22
14/12/2020,Raiz Investment - Direct Debit - Receipt 185184 1092e4ca0e00cb8d0b,,-20.54,776.91,20.54
14/12/2020,KMART 1228 NORTH LAKES - EFTPOS Purchase - Receipt 231782Date 14 Dec 2020 Time 2:16PM Card 462263xxxxxx7746,,-15,797.45,15
14/12/2020,IKEA NORTHLAKES NORTH LAKES - EFTPOS Purchase - Receipt 234201Date 14 Dec 2020 Time 1:44PM Card 462263xxxxxx7746,,-22.4,812.45,22.4
14/12/2020,IKEA NORTHLAKES NORTH LAKES - EFTPOS Purchase - Receipt 224216Date 14 Dec 2020 Time 1:26PM Card 462263xxxxxx7746,,-61.95,834.85,61.95
14/12/2020,UBER* EATS - Visa Purchase - Receipt 122159In SYDNEY Date 13 Dec 2020 Card 462263xxxxxx7495,,-1.39,896.8,1.39
13/12/2020,RADHE SPICE PTY LTD - Visa Purchase - Receipt 179319In NORTH LAKES Date 10 Dec 2020 Card 462263xxxxxx7746,,-4.49,898.19,4.49
13/12/2020,RADHE SPICE PTY LTD - Visa Purchase - Receipt 179318In NORTH LAKES Date 10 Dec 2020 Card 462263xxxxxx7746,,-67.89,902.68,67.89
12/12/2020,COLES 4561 MURRUMBA DW - EFTPOS Purchase - Receipt 289590Date 12 Dec 2020 Time 5:16PM Card 462263xxxxxx7746,,-27.85,970.57,27.85
12/12/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 100265In BELLA VISTA Date 10 Dec 2020 Card 462263xxxxxx7746,,-38.96,998.42,38.96
12/12/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 100264In KALLANGUR Date 09 Dec 2020 Card 462263xxxxxx7746,,-28.11,1037.38,28.11
12/12/2020,ALDI STORES - NORTH LA - Visa Purchase - Receipt 100263In NORTH LAKES Date 09 Dec 2020 Card 462263xxxxxx7495,,-17.11,1065.49,17.11
12/12/2020,OXFAM AUSTRALIA Q - Visa Purchase - Receipt 100262In CARLTON Date 10 Dec 2020 Card 462263xxxxxx7746,,-55,1082.6,55
11/12/2020,AZMAN HAROON - Visa Purchase - Receipt 136435In NORTH LAKES Date 09 Dec 2020 Card 462263xxxxxx7495,,-91.96,1137.6,91.96
11/12/2020,Vodafone Australia - Visa Purchase - Receipt 136434In North Sydney Date 09 Dec 2020 Card 462263xxxxxx7746,,-69.58,1229.56,69.58
10/12/2020,Goodstart Murrum - Direct Debit - Receipt 115820 A0060NRA141Q,,-237.23,1299.14,237.23
10/12/2020,International Transaction Fee - Receipt 193747,,-0.75,1535.62,0.75
10/12/2020,PAYPAL *XIANGZEDAKE EB - Visa Purchase - Receipt 193747Foreign Currency Amount:  0In 4029357733 Date 08 Dec 2020 Card 462263xxxxxx7746,,-29.99,1536.37,29.99
10/12/2020,SHAPLAND SWIM KALLAN - Visa Purchase - Receipt 193746In KALLANGUR Date 09 Dec 2020 Card 462263xxxxxx7746,,-61.5,1566.36,61.5
10/12/2020,PAYPAL *XINCHENGWAN EB - Visa Purchase - Receipt 193745In 4029357733 Date 08 Dec 2020 Card 462263xxxxxx7746,,-12.95,1627.86,12.95
10/12/2020,eBay O*06-06210-72308 - Visa Purchase - Receipt 193744In Sydney Date 08 Dec 2020 Card 462263xxxxxx7746,,-9.95,1640.81,9.95
10/12/2020,UBER   *EATS - Visa Purchase - Receipt 193743In SYDNEY Date 08 Dec 2020 Card 462263xxxxxx7495,,-42.2,1650.76,42.2
8/12/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 152463In BELLA VISTA Date 06 Dec 2020 Card 462263xxxxxx7746,,-39.75,1692.96,39.75
8/12/2020,WOOLWORTHS 2508 - Visa Purchase - Receipt 152462In MANGO HILL Date 04 Dec 2020 Card 462263xxxxxx7746,,-39,1732.71,39
7/12/2020,Lawnton CM Bakery - Visa Purchase - Receipt 122194In Lawnton Date 06 Dec 2020 Card 462263xxxxxx7746,,-10.6,1771.71,10.6
7/12/2020,Lawnton Country Marke - Visa Purchase - Receipt 122193In Lawnton Date 06 Dec 2020 Card 462263xxxxxx7746,,-29.74,1782.31,29.74
7/12/2020,Warburton Butcher LT - Visa Purchase - Receipt 122192In Lawnton Date 06 Dec 2020 Card 462263xxxxxx7746,,-18.81,1812.05,18.81
7/12/2020,AUSSIE SEAFOOD HOUSE - Visa Purchase - Receipt 122191In LAWNTON Date 06 Dec 2020 Card 462263xxxxxx7746,,-33.72,1830.86,33.72
7/12/2020,ANUPSPORTSS - Visa Purchase - Receipt 122190In 0435637487 Date 05 Dec 2020 Card 462263xxxxxx7746,,-70,1864.58,70
7/12/2020,BUNNINGS 376000 - Visa Purchase - Receipt 122189In NORTH LAKES Date 04 Dec 2020 Card 462263xxxxxx7746,,-82.02,1934.58,82.02
6/12/2020,COSTCO FUEL NORTH LAKE - Visa Purchase - Receipt 143935In NORTH LAKES Date 04 Dec 2020 Card 462263xxxxxx7746,,-62.86,2016.6,62.86
6/12/2020,Telstra Direct Debit - Visa Purchase - Receipt 143934In AUSTRALIA Date 04 Dec 2020 Card 462263xxxxxx7746,,-96.62,2079.46,96.62
6/12/2020,PIZZA HUT MANGO HILL - Visa Purchase - Receipt 143933In MANGO HILL Date 03 Dec 2020 Card 462263xxxxxx7746,,-26.9,2176.08,26.9
5/12/2020,International Transaction Fee - Receipt 183081,,-0.36,2202.62,0.36
5/12/2020,ADOBE PHOTOGPHY PLAN - Visa Purchase - Receipt 183081Foreign Currency Amount:  0In ADOBE.LY/ENA Date 03 Dec 2020 Card 462263xxxxxx7746,,-14.29,2202.98,14.29
5/12/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 183080In KALLANGUR Date 02 Dec 2020 Card 462263xxxxxx7746,,-21.75,2217.27,21.75
4/12/2020,BIG W ONLINE 0800 - Visa Purchase - Receipt 127879In BELLA VISTA Date 02 Dec 2020 Card 462263xxxxxx7495,,-55,2239.02,55
4/12/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 127878In KALLANGUR Date 01 Dec 2020 Card 462263xxxxxx7746,,-41.7,2294.02,41.7
3/12/2020,Goodstart Murrum - Direct Debit - Receipt 172628 A005ZKS411M4,,-237.23,2335.72,237.23
3/12/2020,KMART ONLINE - Visa Purchase - Receipt 107265In 03 Date 02 Dec 2020 Card 462263xxxxxx7495,,-65,2572.95,65
2/12/2020,Raiz Investment - Direct Debit - Receipt 155681 2407dcc75ddd55345d,,-20.39,2637.95,20.39
2/12/2020,Internal Transfer - Internal Transfer - Receipt 528883  0806227416,,-100,2658.34,100
1/12/2020,Raiz Maint Fee - Direct Debit - Receipt 111080 9a5f92d969066de833,,-2.5,1476.54,2.5
1/12/2020,LILY HEALTH PTY LTD - Visa Purchase - Receipt 186077In NORTH LAKES Date 29 Nov 2020 Card 462263xxxxxx7746,,-68,1479.04,68
1/12/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 186076In BELLA VISTA Date 29 Nov 2020 Card 462263xxxxxx7746,,-52.9,1547.04,52.9
1/12/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 186075In KALLANGUR Date 28 Nov 2020 Card 462263xxxxxx7746,,-16.01,1599.94,16.01
29/11/2020,AMZNPRIMEAU MEMBERSHIP - Visa Purchase - Receipt 181402In SYDNEY SOUTH Date 28 Nov 2020 Card 462263xxxxxx7746,,-6.99,1615.95,6.99
29/11/2020,PAYPAL *JXCOMPANYPP EB - Visa Purchase - Receipt 181401In 4029357733 Date 27 Nov 2020 Card 462263xxxxxx7746,,-16.99,1622.94,16.99
29/11/2020,PAYPAL *BOOZEBUD EBAY - Visa Purchase - Receipt 181400In 4029357733 Date 26 Nov 2020 Card 462263xxxxxx7746,,-59.99,1639.93,59.99
29/11/2020,WOOLWORTHS 2508 - Visa Purchase - Receipt 181399In MANGO HILL Date 27 Nov 2020 Card 462263xxxxxx7746,,-53,1699.92,53
28/11/2020,COLES 4545 NORTH LAKE - EFTPOS Purchase - Receipt 6816Date 28 Nov 2020 Time 10:55AM Card 462263xxxxxx7746,,-4.78,1752.92,4.78
28/11/2020,WU 2033181729075422 - Visa Purchase - Receipt 105758In 1800173833 Date 26 Nov 2020 Card 462263xxxxxx7746,,-302.9,1757.7,302.9
28/11/2020,UBER   *EATS - Visa Purchase - Receipt 105757In SYDNEY Date 26 Nov 2020 Card 462263xxxxxx7495,,-2.07,2060.6,2.07
28/11/2020,UBER   *EATS - Visa Purchase - Receipt 105756In SYDNEY Date 26 Nov 2020 Card 462263xxxxxx7495,,-34.35,2062.67,34.35
27/11/2020,ALDI STORES - NORTH LA - Visa Purchase - Receipt 111975In NORTH LAKES Date 24 Nov 2020 Card 462263xxxxxx7746,,-5,2097.02,5
26/11/2020,Goodstart Murrum - Direct Debit - Receipt 163637 A005XZ8414HX,,-237.23,2102.02,237.23
26/11/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 165139In KALLANGUR Date 23 Nov 2020 Card 462263xxxxxx7746,,-15.1,2339.25,15.1
26/11/2020,Microsoft*EA Play 1 Month - Visa Purchase - Receipt 165138In msbill.info Date 24 Nov 2020 Card 462263xxxxxx7746,,-6.99,2354.35,6.99
26/11/2020,BWS 2482 - Visa Purchase - Receipt 165137In GRIFFIN Date 24 Nov 2020 Card 462263xxxxxx7746,,-7,2361.34,7
25/11/2020,AFTERPAY - Visa Purchase - Receipt 129662In MELBOURNE Date 23 Nov 2020 Card 462263xxxxxx7746,,-4.98,2368.34,4.98
25/11/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 129661In KALLANGUR Date 22 Nov 2020 Card 462263xxxxxx7746,,-29.41,2373.32,29.41
24/11/2020,AMAZON AU - Visa Purchase - Receipt 115482In SYDNEY SOUTH Date 20 Nov 2020 Card 462263xxxxxx7746,,-27.49,2382.73,27.49
24/11/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 115481In KALLANGUR Date 22 Nov 2020 Card 462263xxxxxx7746,,-57.26,2410.22,57.26
24/11/2020,Audible Australia - Visa Purchase - Receipt 115480In MELBOURNE Date 22 Nov 2020 Card 462263xxxxxx7746,,-16.45,2467.48,16.45
23/11/2020,OPTUS BILLING - Direct Debit - Receipt 123973 62173942475,,-48.71,2483.93,48.71
23/11/2020,WU 2032684636095082 - Visa Purchase - Receipt 199203In 1800173833 Date 21 Nov 2020 Card 462263xxxxxx7746,,-302.9,2532.64,302.9
23/11/2020,MSFT *<E0400CKLA8> - Visa Purchase - Receipt 199202In MSFT AZURE Date 20 Nov 2020 Card 462263xxxxxx7746,,-2.83,2835.54,2.83
23/11/2020,COSTCO WHOLESALE AUS - Visa Purchase - Receipt 199201In NORTH LAKES Date 21 Nov 2020 Card 462263xxxxxx7746,,-101.94,2838.37,101.94
21/11/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 135208In KALLANGUR Date 18 Nov 2020 Card 462263xxxxxx7746,,-18.32,2940.31,18.32
20/11/2020,Raiz Investment - Direct Debit - Receipt 126137 96bb625a01be10addc,,-28.37,2958.63,28.37
20/11/2020,GRIFFIN C D PHARMACY - Visa Purchase - Receipt 178076In GRIFFIN Date 19 Nov 2020 Card 462263xxxxxx7746,,-18.95,2922,18.95
20/11/2020,SHAPLAND SWIM KALLAN - Visa Purchase - Receipt 178075In KALLANGUR Date 19 Nov 2020 Card 462263xxxxxx7746,,-97,2940.95,97
20/11/2020,NETFLIX.COM - Visa Purchase - Receipt 178074In Melbourne Date 18 Nov 2020 Card 462263xxxxxx7746,,-15.99,3037.95,15.99
20/11/2020,TRANSLINK - Visa Purchase - Receipt 178073In BRISBANE Date 17 Nov 2020 Card 462263xxxxxx7746,,-10,3053.94,10
20/11/2020,GM CABS PTY LTD - Visa Purchase - Receipt 178072In MASCOT Date 18 Nov 2020 Card 462263xxxxxx7495,,-8.93,3063.94,8.93
19/11/2020,Goodstart Murrum - Direct Debit - Receipt 118820 A005WXVD12KR,,-237.23,3072.87,237.23
19/11/2020,UBER   *EATS - Visa Purchase - Receipt 164761In SYDNEY Date 17 Nov 2020 Card 462263xxxxxx7495,,-46.79,3300.1,46.79
18/11/2020,Internal Transfer - Internal Transfer - Receipt 806116  0806227416,,-100,3346.89,100
18/11/2020,PLINE PH ANZAC SQUARE  BR ISBANE CITYQ - EFTPOS Purchase - Receipt 306766Date 18 Nov 2020 Time 11:40AM Card 462263xxxxxx7495,,-2.99,3446.89,2.99
18/11/2020,H&M Brisbane AU0009 170 Queen S - EFTPOS Purchase - Receipt 54208Date 18 Nov 2020 Time 12:32PM Card 462263xxxxxx7495,,-29.99,3449.88,29.99
18/11/2020,MICROSOFT*MICROSOFT 365 P - Visa Purchase - Receipt 149553In MSBILL.INFO Date 16 Nov 2020 Card 462263xxxxxx7746,,-10,3479.87,10
18/11/2020,BRIGHT SHADOW TRADIN - Visa Purchase - Receipt 149552In GRIFFIN Date 14 Nov 2020 Card 462263xxxxxx7746,,-8,3489.87,8
17/11/2020,LEASE PAY - Direct Debit - Receipt 158671 001-1347737-001,,-583,1569.86,583
17/11/2020,MBRC PAYMENTS                 008280976 - BPAY Bill Payment - Receipt 642612 To MBRC PAYMENTS 008280976,,-806.16,2152.86,806.16
17/11/2020,COSTCO FUEL NORTH LAKE NORTH LAKES - EFTPOS Purchase - Receipt 66761Date 17 Nov 2020 Time 4:34PM Card 462263xxxxxx7746,,-64.26,2959.02,64.26
